media_id^type^caption^hashtags^commentsCount^likesCount^videoViewCount^timestamp^ownerId^productType^taggedUsers^followersCount^ER_per^Reach_per^Likes_per^Cmnts_per^LC_ratio
3372477992851707489^Video^"WORLD BEE DAY 💛 Book titles & bee facts below ⇣⇣ 🐝⠀
⠀
𝘿𝙞𝙙 𝙮𝙤𝙪 𝙡𝙚𝙖𝙧𝙣 𝙖𝙣𝙮𝙩𝙝𝙞𝙣𝙜 𝙣𝙚𝙬 𝙛𝙧𝙤𝙢 𝙩𝙝𝙚 𝙛𝙖𝙘𝙩𝙨 𝙗𝙚𝙡𝙤𝙬?⠀
⠀
🐝 The Language of Flowers, by Dena Seiferling⠀
𝘈 𝘣𝘦𝘢𝘶𝘵𝘪𝘧𝘶𝘭𝘭𝘺 𝘪𝘭𝘭𝘶𝘴𝘵𝘳𝘢𝘵𝘦𝘥 𝘴𝘵𝘰𝘳𝘺 𝘰𝘧 𝘢 𝘣𝘢𝘣𝘺 𝘣𝘶𝘮𝘣𝘭𝘦𝘣𝘦𝘦 𝘣𝘦𝘧𝘳𝘪𝘦𝘯𝘥𝘪𝘯𝘨 𝘵𝘩𝘦 𝘧𝘭𝘰𝘸𝘦𝘳𝘴 𝘪𝘯 𝘵𝘩𝘦 𝘨𝘢𝘳𝘥𝘦𝘯⠀
⠀
🐝 The Honeybee, by Kristen Hall + Isabelle Arsenault⠀
𝘈 𝘣𝘦𝘦 𝘻𝘰𝘰𝘮𝘴 𝘧𝘳𝘰𝘮 𝘧𝘭𝘰𝘸𝘦𝘳 𝘵𝘰 𝘧𝘭𝘰𝘸𝘦𝘳 𝘤𝘰𝘭𝘭𝘦𝘤𝘵𝘪𝘯𝘨 𝘱𝘰𝘭𝘭𝘦𝘯 𝘵𝘰 𝘵𝘢𝘬𝘦 𝘣𝘢𝘤𝘬 𝘵𝘰 𝘵𝘩𝘦 𝘩𝘪𝘷𝘦⠀
⠀
🐝 If Bees Disappeared, by Lily Williams⠀
𝘈 𝘭𝘰𝘰𝘬 𝘢𝘵 𝘵𝘩𝘦 𝘪𝘮𝘱𝘰𝘳𝘵𝘢𝘯𝘵 𝘳𝘰𝘭𝘦 𝘣𝘦𝘦𝘴 𝘱𝘭𝘢𝘺 & 𝘸𝘩𝘢𝘵 𝘸𝘰𝘶𝘭𝘥 𝘩𝘢𝘱𝘱𝘦𝘯 𝘪𝘧 𝘵𝘩𝘦𝘺 𝘥𝘪𝘴𝘢𝘱𝘱𝘦𝘢𝘳𝘦𝘥⠀
⠀
🐝 Bruno the Beekeeper: A Honey Primer, by Aneta Františka Holasová⠀
𝘈 𝘺𝘦𝘢𝘳 𝘪𝘯 𝘵𝘩𝘦 𝘭𝘪𝘧𝘦 𝘰𝘧 𝘢 𝘣𝘦𝘦𝘬𝘦𝘦𝘱𝘦𝘳 & 𝘩𝘪𝘴 𝘣𝘦𝘦𝘴.⠀
⠀
🐝 Follow That Bee! A First Book of Bees in the City, by Scot Ritchie⠀
⠀
🐝 The Secret Life of Bees, by Moira Butterfield + Vivian Mineker⠀
𝘈 𝘤𝘰𝘭𝘭𝘦𝘤𝘵𝘪𝘰𝘯 𝘰𝘧 𝘣𝘦𝘦 𝘧𝘢𝘤𝘵𝘴 & 𝘧𝘰𝘭𝘬𝘵𝘢𝘭𝘦𝘴⠀
⠀
🐝 Home Is Where the Hive Is, by Claire Winslow + Vivian Mineker⠀
